Datetime;Resolution code;Quarter hour;Quality status;ACE;System imbalance;Alpha;Alpha';Marginal incremental price;Marginal decremental price;Imbalance Price
2025-04-08T00:55:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-1.785;26.192;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:54:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-2.334;27.538;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:53:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-2.6;33.793;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:52:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-2.906;34.976;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:51:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-3.33;28.686;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:50:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-4.281;25.713;0.0;0.0;129.17;55.0;55.0
2025-04-08T00:49:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-5.927;22.163;0.0;0.0;129.17;92.085;92.085
2025-04-08T00:48:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-7.214;6.32;0.0;0.0;130.535;92.085;92.085
2025-04-08T00:47:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-6.552;0.669;0.0;0.0;130.132;92.085;92.085
2025-04-08T00:46:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-5.833;-18.958;0.0;0.0;92.085;55.0;92.085
2025-04-08T00:45:00+02:00;PT1M;2025-04-08T00:45:00+02:00;DataIssue;-4.925;-37.083;0.0;0.0;129.17;55.0;129.17
2025-04-08T00:44:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-7.002;271.985;10.392;0.0;129.17;42.0;31.608
2025-04-08T00:43:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-7.362;284.095;11.349;0.0;129.17;42.0;30.651
2025-04-08T00:42:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-7.914;292.701;12.079;0.0;129.17;42.0;29.921
2025-04-08T00:41:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-8.694;292.51;12.062;0.0;129.17;42.0;29.938
2025-04-08T00:40:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-8.74;293.939;12.187;0.0;129.17;42.0;29.813
2025-04-08T00:39:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-8.158;292.615;12.071;0.0;129.17;42.0;29.929
2025-04-08T00:38:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-7.96;284.819;11.409;0.0;129.17;42.0;30.591
2025-04-08T00:37:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-8.573;280.109;11.025;0.0;129.17;42.0;30.975
2025-04-08T00:36:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-8.648;278.0;10.857;0.0;129.17;42.0;31.143
2025-04-08T00:35:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-7.697;269.816;10.229;0.0;129.17;42.0;31.771
2025-04-08T00:34:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-6.666;260.963;9.588;0.0;129.47;42.0;32.412
2025-04-08T00:33:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-3.472;273.332;10.495;0.0;129.17;42.0;31.505
2025-04-08T00:32:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-0.74;273.81;10.531;0.0;129.17;42.0;31.469
2025-04-08T00:31:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-0.172;272.257;10.413;0.0;129.17;42.0;31.587
2025-04-08T00:30:00+02:00;PT1M;2025-04-08T00:30:00+02:00;DataIssue;-0.459;272.137;1.585;0.0;129.17;42.0;40.415
2025-04-08T00:29:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.062;250.505;5.533;0.0;129.17;55.0;49.467
2025-04-08T00:28:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.001;253.929;5.676;0.0;129.17;55.0;49.324
2025-04-08T00:27:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.001;260.516;5.962;0.0;129.17;55.0;49.038
2025-04-08T00:26:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.001;267.937;;0.0;;55.0;
2025-04-08T00:25:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.001;279.874;6.887;0.0;129.17;55.0;48.113
2025-04-08T00:24:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.002;292.6;7.568;0.0;129.17;55.0;47.432
2025-04-08T00:23:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.002;313.303;8.817;0.0;129.17;55.0;46.183
2025-04-08T00:22:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.004;333.079;10.192;0.0;129.17;55.0;44.808
2025-04-08T00:21:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.01;359.162;12.317;0.0;129.17;55.0;42.683
2025-04-08T00:20:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;0.027;375.163;13.819;0.0;129.17;55.0;41.181
2025-04-08T00:19:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;-0.011;380.971;14.405;0.0;129.17;55.0;40.595
2025-04-08T00:18:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;-0.012;391.356;15.51;0.0;129.17;55.0;39.49
2025-04-08T00:17:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;-0.013;379.457;14.25;0.0;129.17;55.0;40.75
2025-04-08T00:16:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;-0.001;358.805;12.285;0.0;129.17;55.0;42.715
2025-04-08T00:15:00+02:00;PT1M;2025-04-08T00:15:00+02:00;DataIssue;-0.001;330.911;2.48;0.0;129.17;55.0;52.52
2025-04-08T00:14:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-2.52;186.748;1.419;0.0;103.72;55.0;53.581
2025-04-08T00:13:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-2.687;176.244;1.31;0.0;103.72;55.0;53.69
2025-04-08T00:12:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-2.901;167.372;1.224;0.0;103.72;54.953;53.729
2025-04-08T00:11:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-3.131;161.114;1.167;0.0;103.72;55.0;53.833
2025-04-08T00:10:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-3.362;155.74;1.12;0.0;103.72;55.0;53.88
2025-04-08T00:09:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-3.704;144.415;0.0;0.0;103.72;55.0;55.0
2025-04-08T00:08:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-4.059;130.702;0.0;0.0;103.72;55.0;55.0
2025-04-08T00:07:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-4.352;111.924;0.0;0.0;103.72;55.0;55.0
2025-04-08T00:06:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-3.39;84.312;0.0;0.0;103.72;55.0;55.0
2025-04-08T00:05:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-0.324;50.124;0.0;0.0;103.72;55.0;55.0
2025-04-08T00:04:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-3.551;4.481;0.0;0.0;103.72;79.36;79.36
2025-04-08T00:03:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-5.508;-33.219;0.0;0.0;103.72;55.0;103.72
2025-04-08T00:02:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-7.623;-82.439;0.0;0.0;103.72;55.0;103.72
2025-04-08T00:01:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-11.341;-130.538;0.0;0.0;103.72;55.0;103.72
2025-04-08T00:00:00+02:00;PT1M;2025-04-08T00:00:00+02:00;DataIssue;-34.63;-129.842;0.0;0.0;103.72;55.0;103.72
